OrderID,OrderDate,CustomerID,ProductID,Quantity,Price
50,2023-06-30,5433,9439,1,585.34
51,2023-07-04,8806,2304,8,820.12
52,2022-12-15,2723,3283,5,993.48
53,2023-07-11,1221,5900,9,623.49
54,2023-04-07,5015,4357,10,124.07
55,2022-08-10,5415,8820,4,558.44
56,2022-08-27,9526,1126,7,662.3
57,2023-05-14,4973,1969,9,684.24
58,2022-08-05,5783,8140,10,194.9
59,2022-07-27,810,6690,2,153.24
60,2022-09-17,3714,9552,5,750.78
61,2023-01-09,2210,8994,7,979.63
62,2022-08-03,1485,8309,10,209.94
63,2022-09-13,1120,6126,6,589.14
64,2023-04-03,6948,7648,2,585.14
65,2023-06-07,7496,7021,5,616.48
66,2023-01-26,8990,4465,9,299.9
67,2023-03-13,3598,233,4,641.23
68,2023-04-25,5561,149,3,21.64
69,2022-08-11,1928,4854,3,139.16
70,2023-03-12,6324,9130,5,883.35
71,2022-12-01,3630,8295,8,888.35
72,2023-06-16,9357,7983,2,528.65
73,2022-12-04,2929,3848,10,252.01
74,2022-10-05,7639,4356,10,468.27
75,2023-01-09,1951,8941,9,245.36
76,2023-03-24,5662,2865,3,287.63
77,2023-04-24,7139,7664,7,368.84
78,2023-04-30,5311,3121,6,867.72
79,2023-04-08,796,10,3,193.84
80,2022-07-31,8637,2156,4,440.33
81,2023-05-23,514,5544,7,889.71
82,2023-06-19,8861,4803,8,281.22
83,2023-05-14,7174,173,2,866.05
84,2022-11-27,6394,2016,4,119.63
85,2022-10-29,6937,4071,8,10.92
86,2023-07-22,4323,6939,4,269.65
87,2022-12-09,3952,7855,10,781.3
88,2023-05-30,722,3129,6,148.72
89,2023-06-21,9409,9062,8,552.05
90,2023-02-05,2835,4826,10,127.64
91,2023-04-30,1908,8737,9,486.6
92,2022-08-06,9505,5719,5,897.86
93,2023-05-21,6936,1635,5,378.11
94,2023-02-02,4697,4075,1,60.41
95,2023-07-06,305,8209,8,637.67
96,2022-07-27,6061,4701,7,365.33
97,2022-11-05,8107,7308,6,847.28
98,2022-11-09,2069,3480,8,538.71
99,2023-05-05,3359,2499,10,371.17
100,2022-09-16,4134,3867,6,304.78
101,2022-11-03,6442,9128,7,637.05
102,2022-12-23,3476,8306,4,351.6
103,2023-05-07,609,9244,10,589.08
104,2022-11-01,8338,5090,10,698.37
105,2023-06-01,5517,3674,9,663.63
106,2022-10-07,2050,9172,2,711.73
107,2023-05-07,9334,4875,6,938.27
108,2022-09-12,5605,6992,8,951.49
109,2023-03-26,6047,8633,1,670.24
110,2022-08-18,8224,930,10,483.29
111,2023-03-22,9486,6686,1,314.05
112,2022-08-02,2073,5454,6,339.14
113,2023-03-06,1161,5858,1,243.3
114,2022-08-30,3171,2937,10,77.75
115,2022-10-26,6330,748,2,688.49
116,2023-07-16,3521,9989,4,521.77
117,2023-07-07,9233,9367,6,780.84
118,2023-03-01,5371,3962,3,360.02
119,2022-09-24,7332,3158,9,216.27
120,2022-11-30,2307,5015,7,368.92
121,2022-12-18,9143,7333,10,108.14
122,2022-11-10,27,7885,4,892.66
123,2022-08-14,4731,967,5,555.04
124,2023-01-16,8210,3476,8,385.36
125,2023-01-06,6249,6005,5,149.34
126,2022-12-08,9806,7040,5,986.12
127,2022-12-20,388,7676,8,983.45
128,2023-06-16,659,9265,7,344.54
129,2023-02-25,5563,9170,10,963.23
130,2023-07-17,8500,7002,9,797.74
131,2022-09-01,2126,6569,10,911.94
132,2023-05-29,1103,1338,10,921.38
133,2022-11-11,2897,2625,8,327.53
134,2023-01-09,3630,2811,3,213.91
135,2023-07-23,80,3749,8,747.9
136,2023-04-05,5419,3311,8,170.93
137,2023-02-06,807,5144,10,278.75
138,2023-02-27,786,351,10,65.04
139,2023-04-24,4478,1207,3,391.27
140,2023-02-12,4234,1867,2,872.8
141,2023-01-17,7750,5199,8,130.83
142,2023-07-23,5826,1001,5,45.88
143,2023-04-03,3529,8829,9,797.39
144,2023-05-14,4399,4470,9,140.28
145,2023-04-13,3320,2812,8,926.97
146,2023-03-16,559,7423,1,73.64
147,2022-12-09,2356,248,2,461.99
148,2023-05-23,9206,446,1,802.36
149,2022-07-29,8387,3902,7,815.16
150,2023-02-16,1145,1486,6,17.48
151,2023-05-08,1362,1177,7,534.91
152,2022-07-26,5572,5760,1,711.51
153,2023-04-23,9188,5146,1,100.27
154,2022-11-21,2292,9314,3,267.95
155,2022-11-09,8557,2158,7,954.79
156,2023-04-26,5412,8357,1,644.5
157,2023-04-22,1882,2791,6,973.68
158,2022-12-14,2646,5817,2,214.65
159,2022-10-30,9540,7303,1,626.05
160,2022-12-25,453,1174,6,216.58
161,2022-11-09,6932,7764,9,168.65
162,2023-07-23,3505,7135,3,427.48
163,2023-01-25,1426,3371,7,153.46
164,2022-11-19,6643,3926,6,592.19
165,2023-07-23,5375,2503,9,555.22
166,2023-04-10,4258,867,9,601.27
167,2022-07-30,8414,4760,9,553.67
168,2023-05-10,825,7987,8,998.47
169,2023-03-23,3205,7488,6,715.84
170,2023-06-26,40,2871,7,865.93
171,2022-09-03,6696,7520,9,180.58
172,2022-11-01,5167,9026,7,843.98
173,2023-07-11,1370,325,3,263.13
174,2023-01-07,2264,7563,9,157.03
175,2023-01-01,7825,8905,5,175.94
176,2022-12-14,7695,653,6,938.43
177,2023-06-12,950,9709,9,174.39
178,2023-01-29,5367,6095,9,878.8
179,2022-10-08,2449,2415,2,821.57
180,2022-08-19,1669,4547,5,832.03
181,2023-04-26,924,5747,6,844.42
182,2022-11-11,3168,9200,1,118.92
183,2022-11-27,4842,8822,6,201.55
184,2023-07-04,7662,6061,1,355.5
185,2023-07-14,2972,3319,2,719.52
186,2023-06-11,6746,8033,1,94.29
187,2022-08-29,480,3336,5,792.57
188,2023-05-03,4190,6245,9,405.37
189,2023-06-24,9560,8205,9,370.31
190,2023-05-11,7746,2200,6,140.13
191,2023-02-25,678,5626,7,87.34
192,2023-01-06,8217,3186,6,472.96
193,2022-09-01,3903,1418,5,840.83
194,2023-04-13,4393,4413,5,580.36
195,2023-04-05,8010,8055,8,768.41
196,2023-02-24,5477,357,8,469.25
197,2023-01-03,9757,7640,8,637.84
198,2022-12-11,6181,1756,10,735.17
199,2022-12-19,4939,57,5,757.41
200,2022-12-07,8186,7561,10,638.62
201,2022-12-08,3007,8773,1,195.38
202,2023-05-15,5929,9847,7,66.84
203,2023-02-08,6735,5809,8,345.04
204,2023-07-12,1956,1211,9,247.98
205,2022-11-08,5505,1140,7,902.9
206,2022-09-27,872,1701,8,616.65
207,2023-03-11,8031,6029,9,433.64
208,2022-07-29,6402,4245,7,179.5
209,2022-12-17,7558,8510,8,500.43
210,2023-06-29,8259,285,3,306.0
211,2022-08-07,4203,2261,9,20.9
212,2022-09-25,5606,6640,4,753.39
213,2022-10-02,6452,3531,4,375.77
214,2023-07-02,5787,2035,1,986.46
215,2022-10-06,9488,3902,8,626.87
216,2023-02-25,5993,4335,6,328.87
217,2022-10-04,5639,28,1,188.81
218,2023-01-09,5511,5116,2,567.31
219,2023-06-23,257,5556,7,185.99
220,2023-02-02,5377,3596,8,979.34
221,2022-08-03,5987,1007,2,622.08
222,2022-09-22,4977,5321,5,598.94
223,2022-10-16,5967,970,2,898.28
224,2022-11-25,5959,1947,1,949.66
225,2023-06-04,1103,7002,4,189.38
226,2023-05-08,5914,1015,4,899.78
227,2023-02-15,8889,1049,6,978.5
228,2022-08-04,2047,655,4,232.83
229,2022-11-08,2022,8013,7,455.01
230,2022-11-03,3970,6834,10,796.11
231,2023-07-21,5493,4615,4,243.71
232,2022-12-12,3519,4754,4,886.7
233,2022-09-21,1855,7214,6,758.91
234,2023-02-02,307,7033,10,833.32
235,2023-06-21,8926,3150,7,304.08
236,2022-12-17,7672,1579,10,50.37
237,2023-03-18,5146,2239,5,61.63
238,2023-03-18,5802,4124,8,133.53
239,2023-01-31,8624,8983,4,341.84
240,2023-05-27,3655,7917,4,670.5
241,2022-07-24,3967,1524,4,185.31
242,2023-06-18,8469,2245,2,266.02
243,2023-07-19,2399,3356,6,985.07
244,2023-02-09,7024,4658,4,866.44
245,2022-10-20,9850,5508,1,285.24
246,2022-07-23,8243,4946,3,508.13
247,2023-03-08,5288,8654,1,650.23
248,2022-09-29,1813,7470,2,204.86
249,2022-08-09,3571,8150,6,925.85
250,2022-11-06,3307,2422,7,351.69
251,2023-07-14,3576,8723,9,938.56
252,2023-05-28,7330,7613,6,734.38
253,2023-02-11,2336,5294,6,279.3
254,2023-05-15,9784,1819,5,606.75
255,2023-05-29,5275,4736,2,488.45
256,2023-05-26,9173,1010,7,994.37
257,2023-04-11,7485,1939,2,990.08
258,2022-11-12,8602,4850,6,847.63
259,2022-10-23,4130,6558,10,283.75
260,2023-02-14,9227,5892,6,568.02
261,2023-06-25,8395,8732,9,798.64
262,2023-02-05,5197,8106,7,530.14
263,2023-05-23,8273,4338,10,384.81
264,2023-07-21,3786,945,4,56.02
265,2023-02-16,6594,9581,2,104.05
266,2022-11-25,9262,3039,7,279.1
267,2022-08-23,7148,8609,1,357.12
268,2022-12-04,628,2316,4,71.08
269,2023-03-21,8782,5510,7,771.05
270,2023-04-14,7644,9518,2,838.1
271,2023-04-14,4185,6508,7,766.94
272,2023-07-06,8309,9254,6,764.27
273,2022-08-16,4925,3185,3,545.74
274,2022-08-19,5218,3156,7,910.65
275,2023-03-18,4231,8557,1,270.12
276,2023-07-02,9063,5726,4,767.51
277,2023-06-27,207,2559,9,548.31
278,2022-11-29,6586,6519,9,137.65
279,2023-05-06,8297,8256,2,854.62
280,2023-01-21,1052,8942,1,262.88
281,2022-08-08,1987,4381,9,628.87
282,2022-08-19,7327,7105,9,939.53
283,2023-02-01,3605,3751,9,211.79
284,2023-02-05,4833,4833,2,235.64
285,2023-03-15,4865,9720,9,233.41
286,2023-07-21,7670,8963,6,680.46
287,2023-04-01,4687,7115,4,614.83
288,2022-11-21,230,8166,1,168.58
289,2023-05-06,7710,731,2,428.11
290,2023-02-16,3251,2753,4,28.17
291,2023-05-22,8643,7875,9,459.6
292,2023-06-24,1637,3615,1,558.47
293,2023-02-15,1831,8295,5,796.78
294,2022-11-25,159,5104,9,291.21
295,2023-05-28,6850,2259,6,985.7
296,2022-09-05,913,1224,4,484.36
297,2023-03-07,8014,8592,3,609.89
298,2022-12-18,2178,9226,2,49.37
299,2022-09-16,6302,8445,3,115.45
300,2022-07-27,3446,473,10,121.91
301,2022-09-22,3766,2907,7,298.31
302,2023-06-25,9031,9632,9,789.23
303,2023-05-06,6046,2759,2,313.0
304,2022-12-08,8745,3483,10,162.73
305,2023-06-03,6382,3852,7,369.27
306,2023-06-04,6212,8770,2,214.99
307,2022-08-28,8471,2750,4,870.51
308,2023-03-29,3238,8209,4,583.52
309,2022-08-12,2699,6565,3,570.48
310,2022-11-18,4559,1928,8,251.83
311,2023-03-09,4266,8559,6,230.17
312,2022-12-24,2079,6149,4,671.87
313,2023-01-08,9872,3639,7,931.72
314,2023-05-19,8055,3604,7,421.02
315,2023-04-02,4459,8325,5,235.77
316,2023-01-02,4993,5376,2,326.03
317,2023-03-15,4266,3706,10,140.74
318,2023-01-22,6583,25,3,772.51
319,2022-09-28,5281,3111,6,863.96
320,2023-01-29,6503,5292,1,556.32
321,2023-06-07,6739,5451,9,806.03
322,2022-12-21,9517,928,8,682.7
323,2023-03-10,7361,1246,5,458.58
324,2023-07-17,3388,2176,7,532.21
325,2022-11-20,2776,2680,10,634.85
326,2022-11-01,9937,4138,2,985.51
327,2023-06-10,4449,4966,6,840.44
328,2023-05-29,3490,845,8,832.56
329,2023-03-20,3659,7738,8,28.22
330,2022-12-04,6429,6946,7,38.32
331,2022-12-10,8858,4637,2,401.2
332,2022-12-07,1093,434,1,284.06
333,2022-09-14,1205,8402,3,914.53
334,2022-11-01,3876,3926,1,99.15
335,2023-07-22,3672,6202,8,879.59
336,2022-07-27,183,3648,9,789.99
337,2023-07-21,9571,2181,9,707.44
338,2023-04-22,3821,2829,8,907.88
339,2022-08-12,2001,748,8,394.98
340,2022-08-14,1588,4330,10,766.29
341,2022-12-24,1868,4639,6,760.59
342,2022-12-11,8590,7316,8,984.43
343,2023-05-25,6080,9279,7,657.33
344,2023-06-26,2271,1902,10,903.1
345,2023-01-01,2322,5231,9,347.2
346,2023-01-31,5292,9174,2,752.46
347,2023-06-29,5720,4248,8,483.38
348,2022-09-22,6291,9079,6,375.85
349,2023-06-04,9787,7862,6,961.53
350,2022-12-09,3403,3083,10,856.17
351,2022-08-07,3279,3643,6,389.58
352,2022-09-04,3472,1796,7,390.5
353,2022-07-31,902,4906,6,675.31
354,2022-11-17,6739,2363,2,262.05
355,2022-09-18,7054,2863,8,536.51
356,2023-01-23,1086,4728,4,53.22
357,2023-01-02,970,3583,10,391.81
358,2023-06-29,1462,5123,2,295.93
359,2023-02-07,8425,1812,8,741.88
360,2022-10-24,9015,6498,8,618.62
361,2023-05-03,4395,7698,10,558.42
362,2023-05-03,4077,3058,9,922.52
363,2023-05-02,1607,2196,3,731.79
364,2023-05-03,6107,8658,6,160.77
365,2023-03-15,2627,3635,1,575.78
366,2023-07-22,1753,7560,4,79.88
367,2022-10-17,8367,4203,5,253.49
368,2022-10-27,1529,6701,6,660.97
369,2022-09-03,2503,8533,5,593.83
370,2023-04-26,894,7002,3,323.47
371,2022-11-28,4333,1355,4,451.72
372,2022-07-25,7304,4434,3,11.59
373,2022-09-08,3071,4189,3,856.96
374,2023-03-26,7817,5015,1,127.68
375,2023-02-11,3379,2051,1,867.98
376,2022-11-23,3864,6733,2,884.7
377,2023-03-01,1434,3210,7,768.58
378,2022-09-13,7974,4107,4,931.1
379,2022-12-07,8683,3003,10,806.96
380,2023-04-22,2269,1616,8,187.8
381,2022-09-27,111,3478,7,533.8
382,2022-11-30,8235,207,9,879.99
383,2023-04-18,4578,8553,10,618.52
384,2023-06-08,490,1409,5,22.79
385,2023-01-09,2032,8269,7,460.89
386,2022-10-15,4812,5993,8,866.78
387,2023-05-11,6841,4583,2,638.29
388,2022-11-06,4890,5438,7,878.62
389,2023-04-02,6457,1583,7,580.75
390,2022-10-23,5412,7973,4,475.05
391,2022-12-25,5489,4872,8,311.71
392,2023-06-17,5693,4207,1,442.94
393,2023-06-07,9592,678,8,498.13
394,2022-10-23,5412,1085,8,411.81
395,2022-09-21,6301,4372,8,920.97
396,2022-08-21,3296,9505,3,51.31
397,2023-03-02,1848,4593,8,69.22
398,2023-01-28,3600,1471,1,335.1
399,2023-01-17,335,2922,3,379.39
400,2022-08-17,4413,2443,3,916.65
401,2023-06-04,3346,6260,7,817.76
402,2023-01-05,2632,9635,9,593.59
403,2023-02-14,92,89,4,148.98
404,2023-05-01,3016,8886,5,884.58
405,2023-06-23,2378,161,5,319.61
406,2023-05-30,7279,859,1,44.22
407,2022-08-06,1325,7808,6,208.39
408,2023-04-13,8728,6697,2,958.61
409,2023-06-30,4428,9439,2,457.5
410,2023-03-16,5317,97,5,423.65
411,2022-10-15,3152,6426,1,818.91
412,2022-09-26,2382,6375,2,123.07
413,2023-03-10,4435,9455,1,350.0
414,2023-01-04,7209,9035,5,71.64
415,2022-09-18,404,8051,6,97.77
416,2023-01-07,9465,3759,9,801.26
417,2022-11-02,9953,7269,6,548.2
418,2023-06-12,3039,3215,3,868.59
419,2022-09-20,7938,6742,2,124.38
420,2023-07-20,5415,1243,2,149.96
421,2023-02-14,5960,2916,6,369.43
422,2023-05-04,9601,8594,7,136.89
423,2022-12-15,7260,7201,8,548.52
424,2022-12-24,3795,3290,2,68.47
425,2023-05-11,4753,4056,7,235.54
426,2022-12-31,922,5908,8,174.13
427,2023-07-03,7837,6210,4,172.1
428,2022-09-24,1542,3243,3,648.4
429,2022-12-05,6574,4757,7,917.7
430,2022-12-03,4124,9220,6,80.61
431,2023-04-19,8418,657,2,406.65
432,2022-07-24,811,1815,3,919.92
433,2023-02-14,7842,5108,9,752.4
434,2023-05-09,8647,8008,3,686.03
435,2022-12-13,1673,9856,1,857.55
436,2022-07-30,6158,1041,8,145.62
437,2023-01-02,42,579,10,315.28
438,2023-07-19,1412,6725,5,663.56
439,2023-01-06,252,2084,10,626.53
440,2023-05-22,504,6726,10,242.17
441,2023-07-21,1794,8057,8,708.96
442,2023-02-01,2547,2473,7,850.08
443,2022-12-24,2165,1649,9,145.98
444,2023-01-01,7044,9981,1,484.9
445,2022-07-26,4831,6700,10,854.86
446,2023-05-09,9640,5871,7,436.49
447,2022-12-27,6625,9008,10,829.96
448,2022-09-09,7767,693,10,821.38
449,2023-05-19,2485,2964,10,280.23
450,2022-07-29,4780,7022,10,857.03
451,2023-01-04,7723,321,7,810.51
452,2022-12-23,1723,2583,9,609.7
453,2022-12-07,7852,1577,3,897.94
454,2022-09-02,759,9164,4,356.66
455,2022-09-03,9464,6814,2,958.29
456,2022-08-11,3779,8010,6,303.99
457,2023-04-28,7537,4093,9,424.38
458,2022-10-03,8766,8775,8,551.04
459,2023-04-29,5872,7659,10,441.66
460,2023-03-27,5504,5525,1,610.78
461,2022-10-22,1214,3707,3,832.56
462,2022-09-22,1548,2238,7,656.26
463,2022-11-08,7116,7553,3,18.89
464,2023-02-12,1004,207,1,220.91
465,2023-04-14,1593,9737,9,527.56
466,2022-10-07,6971,2781,8,736.71
467,2023-03-12,6137,2059,9,789.62
468,2023-04-04,2726,7729,7,457.79
469,2023-03-17,4278,3493,10,202.13
470,2023-04-14,5329,9657,4,647.34
471,2023-07-13,1588,9734,1,998.07
472,2022-08-16,9434,2740,6,226.9
473,2023-03-20,9829,8243,8,685.42
474,2022-08-04,7015,5123,5,71.06
475,2022-08-27,2707,9176,6,979.37
476,2022-12-01,303,437,2,289.08
477,2022-07-27,8114,8666,4,350.71
478,2023-03-04,5366,5726,1,480.11
479,2022-10-17,8310,6195,9,361.99
480,2023-06-07,4711,7181,1,748.55
481,2022-12-15,6950,3707,3,91.87
482,2023-01-27,5386,8073,2,853.36
483,2022-10-31,3311,1836,10,454.84
484,2023-03-13,7991,6061,3,219.94
485,2022-11-16,6818,2116,6,190.46
486,2022-12-05,4238,7201,4,775.21
487,2022-12-18,9943,1437,2,779.33
488,2022-11-11,1722,5681,5,782.01
489,2022-08-03,2878,2075,8,883.41
490,2023-04-01,1065,3398,4,518.99
491,2023-06-03,8171,22,10,412.08
492,2023-06-20,4409,1020,7,597.52
493,2023-02-27,5059,7371,7,739.58
494,2023-07-17,2218,8098,4,522.39
495,2023-03-04,2815,89,9,825.2
496,2023-03-31,2863,3657,1,427.95
497,2023-02-15,5617,49,7,849.63
498,2023-04-02,269,1921,4,534.66
499,2023-03-05,6102,7822,9,419.37
500,2022-11-22,3362,885,1,757.54
501,2022-09-01,2804,4715,6,319.78
502,2022-12-21,6960,3781,9,481.26
503,2022-10-22,6194,4592,6,213.41
504,2023-05-27,7968,3183,7,283.91
505,2023-01-14,6400,8776,9,232.31
506,2022-11-18,6085,524,1,837.66
507,2023-03-12,5065,2823,4,435.03
508,2022-12-21,6774,8964,2,254.51
509,2022-09-17,9714,7672,4,902.0
510,2023-01-13,2649,474,8,937.06
511,2023-05-21,7150,9567,7,799.26
512,2022-11-06,7621,6659,1,954.6
513,2022-08-31,2414,2582,2,807.96
514,2022-10-06,7096,5283,3,759.45
515,2022-07-25,9521,3885,8,528.64
516,2022-10-14,7745,6105,4,226.92
517,2023-04-20,5267,9515,1,833.4
518,2022-12-13,4295,9690,4,677.36
519,2023-03-26,2440,6899,3,180.72
520,2023-03-29,6168,2237,3,150.13
521,2023-07-04,7405,135,4,526.34
522,2022-12-06,1797,5954,7,688.02
523,2023-03-10,1065,7528,9,144.94
524,2023-06-28,4872,218,9,949.07
525,2022-11-05,970,4105,7,213.95
526,2022-10-03,6516,5036,5,216.55
527,2023-05-22,1084,9155,6,164.84
528,2023-05-02,9897,2128,9,360.87
529,2022-09-05,4819,7383,2,371.11
530,2023-03-25,9738,7521,4,500.95
531,2023-04-15,7434,2944,8,42.82
532,2022-07-23,2219,8357,8,204.74
533,2022-11-17,675,6165,7,549.52
534,2022-11-05,7231,1469,8,976.63
535,2023-02-17,7968,3494,9,767.67
536,2023-04-27,7328,6283,3,567.57
537,2022-08-10,4484,4279,3,886.76
538,2023-01-14,87,9870,9,566.93
539,2023-07-08,3580,2429,6,351.95
540,2023-04-09,603,8775,8,421.78
541,2022-11-25,785,9984,1,134.68
542,2023-01-08,8737,6306,10,657.12
543,2022-08-20,877,7165,4,417.85
544,2022-12-01,4264,3755,10,270.18
545,2023-05-03,5119,8649,7,467.7
546,2022-08-06,7696,2985,2,282.23
547,2023-02-02,5138,2823,6,956.14
548,2022-10-19,9257,675,4,104.32
549,2023-05-08,8123,8045,2,158.65
550,2022-08-16,8222,5710,9,29.69
551,2022-09-20,3196,6491,3,974.46
552,2023-07-06,4190,9594,6,480.83
553,2022-08-04,3503,6850,3,37.2
554,2022-12-16,871,1125,7,176.97
555,2022-09-07,5959,3872,2,145.77
556,2022-12-15,2941,5404,6,171.14
557,2022-08-17,1808,9086,10,877.97
558,2023-03-15,8590,8989,5,282.78
559,2022-08-24,669,4414,8,886.37
560,2023-02-15,4140,1298,4,324.5
561,2022-12-22,8914,1494,5,243.62
562,2023-05-03,9459,8929,7,723.82
563,2022-11-09,3310,4337,9,15.26
564,2022-12-07,7660,3895,2,333.81
565,2023-05-10,8478,3546,10,316.71
566,2023-06-21,8761,1173,5,653.6
567,2022-09-27,468,8322,10,79.63
568,2022-07-31,3967,2482,3,995.1
569,2022-12-04,2025,6758,2,72.5
570,2023-03-31,7982,1713,5,607.08
571,2022-11-17,795,7104,8,608.89
572,2023-05-24,1507,1126,5,343.18
573,2023-01-23,9513,7065,9,683.9
574,2022-07-23,2506,4793,5,974.96
575,2023-02-06,3873,7982,10,553.73
576,2022-11-14,3262,7879,10,629.66
577,2022-10-07,581,249,4,641.98
578,2023-04-24,4919,7587,4,210.4
579,2023-04-21,2434,5323,5,339.38
580,2022-08-18,9220,6467,10,589.31
581,2022-12-24,9769,2486,6,852.53
582,2023-04-26,1193,8400,7,647.6
583,2023-01-04,1731,7637,1,758.65
584,2023-04-24,7619,8051,2,308.76
585,2022-09-16,4207,6632,7,618.99
586,2022-09-27,2769,4436,5,311.14
587,2023-02-24,1397,4229,7,468.98
588,2022-07-25,5321,7905,7,79.63
589,2022-11-04,6138,5871,8,956.68
590,2022-09-13,3050,9840,5,269.25
591,2022-12-30,179,5117,5,401.0
592,2022-08-18,9956,5124,5,451.37
593,2023-04-14,8002,180,7,313.44
594,2023-03-14,8409,2374,7,322.71
595,2022-11-22,3053,8309,4,652.74
596,2022-11-01,8720,3671,10,852.18
597,2022-12-20,4378,3186,2,351.63
598,2023-02-05,5055,9023,2,400.51
599,2023-03-30,9038,2539,1,215.81
600,2023-07-13,1478,6480,8,767.12
601,2023-02-14,5827,1044,2,305.24
602,2022-10-18,282,1528,8,646.92
603,2022-11-05,7576,1456,5,776.62
604,2023-01-05,9312,2783,2,790.06
605,2022-12-05,2285,994,10,853.5
606,2023-03-06,6182,553,10,212.54
607,2022-10-05,4694,6806,8,457.77
608,2023-06-04,471,233,2,545.51
609,2023-03-01,2503,5279,7,424.87
610,2023-05-11,6360,3777,6,44.4
611,2023-05-26,758,9060,4,173.35
612,2022-11-16,1946,3385,8,176.53
613,2023-05-09,7585,584,6,133.13
614,2023-07-04,2065,9179,3,789.75
615,2022-12-17,706,3112,1,207.53
616,2023-07-08,3377,1150,1,244.05
617,2022-10-20,3602,6346,5,666.84
618,2023-03-05,7959,7987,2,502.87
619,2023-01-16,2720,6140,2,450.51
620,2022-11-30,1873,9231,5,895.28
621,2023-02-23,6930,3689,6,999.47
622,2022-08-20,4081,5405,6,632.81
623,2022-11-27,5990,1911,4,506.68
624,2022-11-29,5131,7595,9,115.07
625,2022-08-07,6591,9410,7,158.99
626,2023-03-27,3042,9609,9,831.85
627,2023-07-16,4250,690,5,518.77
628,2023-02-11,5854,8984,5,775.75
629,2023-02-03,4172,421,7,38.88
630,2023-02-26,2523,9746,10,704.19
631,2022-12-26,7901,3358,2,906.26
632,2023-05-06,6421,6911,6,495.3
633,2023-06-26,5225,1693,5,238.09
634,2023-01-12,4983,8629,4,172.23
635,2022-11-23,4884,3082,3,476.53
636,2023-02-16,1244,9077,9,970.45
637,2022-11-05,9293,5146,10,171.31
638,2023-06-21,7569,3281,10,633.81
639,2023-01-07,9704,5119,4,677.71
640,2023-01-30,5817,5453,10,845.86
641,2022-11-16,8530,9258,1,597.87
642,2022-09-21,957,3407,8,897.97
643,2023-03-02,2640,8323,2,940.41
644,2022-09-27,2306,7450,7,77.1
645,2022-08-08,3550,6885,8,974.02
646,2023-02-16,568,2221,8,629.08
647,2022-08-14,3865,4311,2,14.32
648,2022-12-31,2401,5278,9,243.78
649,2022-09-13,9681,2155,6,274.16
650,2022-12-08,8051,1632,4,896.04
651,2023-01-08,3879,8860,10,44.36
652,2023-02-10,7928,5090,1,409.33
653,2022-12-02,1124,5796,4,950.64
654,2023-04-11,933,9135,3,377.27
655,2022-10-04,8450,5070,5,974.15
656,2022-08-19,4068,6108,9,306.45
657,2022-09-23,7557,1476,5,191.9
658,2023-03-27,6108,3929,10,10.15
659,2022-08-02,5686,1990,1,699.48
660,2023-05-11,9655,8578,5,192.87
661,2023-01-28,695,1302,4,295.47
662,2022-08-11,2110,560,8,565.01
663,2023-04-30,7300,4091,3,670.89
664,2022-11-11,6385,8632,6,169.07
665,2023-02-17,7285,5016,3,389.2
666,2023-02-15,5318,1049,4,466.42
667,2023-01-29,9582,368,7,698.77
668,2023-03-27,7235,7004,1,699.73
669,2023-05-30,8025,2948,4,338.77
670,2022-11-20,827,4499,9,864.36
