ProductID,Name,Category,Price
334,Far,Accessories,625.19
335,Then,Accessories,476.82
336,Opportunity,Clothing,770.83
337,Contain,Accessories,652.8
338,General,Accessories,446.58
339,Join,Clothing,259.22
340,Talk,Accessories,523.05
341,Cultural,Footwear,755.55
342,Focus,Footwear,719.37
343,Yet,Footwear,656.06
344,Give,Accessories,38.44
345,Likely,Accessories,88.94
346,Rock,Footwear,947.38
347,Become,Accessories,629.08
348,Wait,Footwear,456.72
349,Interesting,Clothing,940.74
350,Concern,Accessories,780.01
351,Property,Clothing,751.07
352,Treatment,Accessories,771.64
353,Each,Accessories,41.78
354,Close,Footwear,245.02
355,Watch,Footwear,170.23
356,Home,Accessories,578.64
357,Well,Footwear,598.52
358,Truth,Accessories,486.01
359,Down,Clothing,504.39
360,See,Accessories,11.54
361,Subject,Clothing,779.88
362,Pass,Clothing,878.77
363,Wait,Accessories,298.1
364,Sport,Footwear,708.87
365,Fire,Clothing,619.95
366,It,Footwear,203.01
367,Mr,Footwear,662.22
368,World,Footwear,881.45
369,American,Footwear,189.25
370,Lead,Accessories,94.56
371,Unit,Footwear,270.03
372,Remember,Accessories,635.3
373,Money,Footwear,802.12
374,Pm,Footwear,651.04
375,Simply,Accessories,930.41
376,Color,Footwear,652.3
377,Foot,Accessories,93.04
378,Part,Accessories,329.4
379,Police,Footwear,677.21
380,Almost,Footwear,659.67
381,Institution,Footwear,595.56
382,Low,Clothing,942.58
383,Federal,Footwear,629.67
384,Away,Accessories,338.39
385,War,Accessories,605.49
386,Fall,Accessories,885.44
387,Option,Accessories,782.08
388,Tend,Accessories,301.65
389,Back,Accessories,613.73
390,Manage,Footwear,119.26
391,Court,Clothing,521.9
392,Wide,Clothing,930.81
393,Describe,Footwear,743.52
394,Scene,Footwear,565.73
395,Money,Clothing,667.59
396,Exist,Clothing,753.89
397,Near,Accessories,731.88
398,While,Footwear,849.85
399,Service,Accessories,723.64
400,Fast,Clothing,71.95
401,Reality,Footwear,556.39
402,Able,Accessories,785.62
403,Suggest,Clothing,753.78
404,Condition,Clothing,857.68
405,Cell,Footwear,30.6
406,Idea,Accessories,850.59
407,Development,Clothing,464.0
408,Brother,Footwear,286.51
409,Recently,Clothing,376.83
410,Former,Footwear,637.23
411,Drive,Clothing,640.73
412,Environment,Footwear,796.87
413,Trouble,Footwear,591.09
414,Get,Accessories,682.94
415,Look,Clothing,31.76
416,Free,Accessories,693.28
417,Adult,Clothing,60.0
418,Staff,Accessories,964.8
419,Capital,Clothing,84.73
420,Whole,Clothing,808.95
421,Series,Clothing,988.61
422,Then,Accessories,779.53
423,Near,Accessories,101.97
424,Vote,Accessories,265.85
425,Agent,Footwear,782.67
426,Work,Footwear,649.91
427,Sense,Footwear,786.76
428,Future,Clothing,158.67
429,Move,Clothing,936.09
430,Evening,Accessories,754.68
431,Ground,Footwear,910.75
432,Recognize,Accessories,337.6
433,Part,Accessories,172.55
434,Scientist,Clothing,516.91
435,Almost,Accessories,709.87
436,Market,Accessories,596.51
437,Operation,Accessories,952.67
438,Always,Footwear,424.13
439,Step,Clothing,160.13
440,Never,Clothing,153.72
441,Course,Accessories,472.01
442,Enjoy,Clothing,748.39
443,Interesting,Accessories,933.14
444,Determine,Accessories,74.74
445,Still,Clothing,885.88
446,Safe,Footwear,201.86
447,Wish,Footwear,496.28
448,Rock,Accessories,82.92
449,Only,Footwear,969.41
450,Thank,Clothing,78.24
451,Use,Accessories,892.16
452,Term,Footwear,532.45
453,Anyone,Accessories,19.69
454,Item,Footwear,607.57
455,Week,Clothing,177.95
456,Alone,Clothing,255.44
457,Old,Accessories,822.56
458,Who,Accessories,280.58
459,From,Footwear,104.04
460,Source,Accessories,582.84
461,Compare,Footwear,198.18
462,Approach,Footwear,533.69
463,Attention,Clothing,29.23
464,Woman,Clothing,163.01
465,Middle,Accessories,516.05
466,Occur,Accessories,368.13
467,Glass,Clothing,994.11
468,Material,Footwear,278.12
469,Happen,Clothing,631.22
470,House,Clothing,714.38
471,Provide,Accessories,387.36
472,Own,Footwear,754.81
473,Maybe,Accessories,601.62
474,Sign,Accessories,104.07
475,All,Clothing,605.09
476,Seem,Accessories,766.03
477,Work,Clothing,795.67
478,Skin,Clothing,837.81
479,History,Footwear,485.2
480,Collection,Footwear,964.41
481,Than,Accessories,738.9
482,Collection,Accessories,901.53
483,At,Accessories,529.36
484,Thought,Clothing,503.96
485,Could,Accessories,305.73
486,How,Accessories,833.62
487,Visit,Accessories,636.95
488,Keep,Footwear,867.75
489,Thus,Footwear,128.74
490,Product,Accessories,348.45
491,Blue,Clothing,34.34
492,Off,Footwear,364.75
493,Either,Footwear,886.94
494,Miss,Clothing,336.97
495,Evidence,Clothing,412.7
496,Father,Accessories,845.36
497,Hotel,Footwear,907.45
498,Explain,Accessories,489.56
499,Lose,Accessories,719.57
500,Agreement,Footwear,568.6
501,All,Footwear,742.69
502,Surface,Clothing,396.8
503,Talk,Clothing,19.25
504,Usually,Footwear,863.39
505,Attorney,Accessories,169.12
506,Theory,Clothing,11.98
507,Painting,Accessories,510.79
508,Political,Footwear,315.74
509,Range,Footwear,237.26
510,Seven,Accessories,936.07
511,Forward,Clothing,498.86
512,Magazine,Clothing,771.5
513,Newspaper,Clothing,805.83
514,Better,Clothing,545.74
515,Land,Accessories,411.48
516,General,Clothing,430.85
517,Believe,Clothing,857.37
518,Simple,Footwear,946.05
519,Degree,Accessories,128.68
520,Science,Footwear,707.64
521,Responsibility,Accessories,890.72
522,Teach,Footwear,942.92
523,Fact,Accessories,977.44
524,Guess,Accessories,998.36
525,Walk,Clothing,609.31
526,Condition,Clothing,36.37
527,Cold,Footwear,285.55
528,Protect,Accessories,609.58
529,Nation,Clothing,684.99
530,Court,Accessories,97.76
531,Go,Clothing,500.41
532,Receive,Footwear,169.78
533,Simple,Footwear,429.62
534,Sea,Clothing,409.55
535,Many,Accessories,64.25
536,Law,Footwear,174.67
537,Focus,Footwear,852.76
538,Writer,Clothing,106.09
539,Tell,Accessories,614.04
540,Her,Footwear,838.29
541,Cover,Footwear,458.42
542,Purpose,Footwear,462.24
543,Plan,Accessories,361.37
544,Likely,Clothing,220.81
545,Prevent,Clothing,104.92
546,Born,Footwear,326.75
547,Guess,Accessories,864.56
548,Director,Footwear,221.89
549,Choose,Accessories,143.05
550,Leader,Accessories,584.88
551,Add,Footwear,510.77
552,More,Footwear,21.21
553,Yeah,Clothing,664.38
554,Industry,Accessories,329.49
555,Now,Footwear,521.1
556,Simple,Footwear,425.73
557,I,Accessories,748.11
558,Strong,Accessories,239.83
559,Dark,Clothing,837.23
560,Ball,Accessories,474.1
561,Why,Footwear,104.3
562,View,Footwear,210.39
563,Go,Accessories,666.59
564,Believe,Accessories,507.5
565,Fine,Footwear,629.05
566,Voice,Footwear,708.95
567,View,Accessories,398.99
568,Special,Accessories,506.35
569,Politics,Footwear,430.13
570,War,Clothing,611.26
571,Turn,Accessories,163.67
572,Recognize,Footwear,481.07
573,Gun,Clothing,457.52
574,Would,Footwear,243.37
575,Theory,Clothing,732.96
576,Activity,Footwear,468.78
577,These,Clothing,841.17
578,Page,Accessories,296.24
579,Special,Footwear,248.2
580,Establish,Accessories,230.09
581,Hold,Accessories,628.79
582,Relate,Clothing,733.12
583,Radio,Accessories,525.09
584,Because,Accessories,866.51
585,When,Footwear,366.53
586,Offer,Accessories,386.41
587,Answer,Footwear,89.83
588,Huge,Footwear,728.04
589,Issue,Accessories,56.94
590,Challenge,Clothing,202.43
591,Site,Accessories,390.22
592,Note,Accessories,731.72
593,Change,Accessories,942.57
594,Join,Clothing,457.8
595,Environmental,Footwear,961.24
596,Station,Accessories,230.21
597,White,Footwear,459.4
598,Special,Footwear,568.58
599,Population,Footwear,407.78
600,Determine,Clothing,337.95
601,My,Clothing,410.79
602,Pretty,Accessories,904.27
603,Long,Footwear,717.13
604,Dinner,Accessories,220.04
605,Own,Clothing,534.79
606,Dinner,Clothing,815.52
607,Less,Accessories,439.44
608,Area,Clothing,404.49
609,Now,Footwear,433.57
610,Write,Footwear,805.27
611,Resource,Accessories,142.83
612,Keep,Clothing,537.5
613,Prevent,Footwear,753.23
614,Professor,Accessories,604.75
615,Ten,Accessories,907.29
616,See,Footwear,507.19
617,Represent,Footwear,349.54
618,Today,Footwear,856.17
619,Management,Footwear,502.93
620,Nation,Clothing,844.43
621,How,Footwear,591.74
622,Anyone,Clothing,570.94
623,What,Accessories,614.27
624,Then,Clothing,220.31
625,Even,Accessories,692.03
626,In,Clothing,368.23
627,Respond,Accessories,202.37
628,Gas,Accessories,841.99
629,Address,Clothing,220.7
630,Carry,Footwear,972.04
631,Wonder,Accessories,989.25
632,A,Footwear,198.09
633,Lose,Clothing,831.0
634,Which,Accessories,585.45
635,Far,Accessories,939.46
636,Foreign,Clothing,498.43
637,Minute,Accessories,396.65
638,Sort,Footwear,844.23
639,First,Accessories,94.12
640,Different,Accessories,55.1
641,Because,Clothing,602.33
642,Week,Footwear,867.81
643,Third,Footwear,720.39
644,During,Accessories,111.54
645,Your,Accessories,982.73
646,Trade,Accessories,926.94
647,Tv,Footwear,11.48
648,Positive,Footwear,618.27
649,Laugh,Footwear,661.17
650,Use,Accessories,362.31
651,Lot,Accessories,906.95
652,Run,Accessories,726.31
653,Often,Footwear,50.95
654,Attorney,Footwear,40.14
655,Value,Accessories,608.87
656,Republican,Accessories,837.1
657,Form,Clothing,107.21
658,Out,Footwear,972.51
659,Population,Accessories,384.11
660,Real,Accessories,557.87
661,Measure,Accessories,89.96
662,Effect,Clothing,977.96
663,Clearly,Footwear,634.91
664,Else,Accessories,937.97
665,Night,Accessories,915.48
666,Over,Footwear,960.99
667,Provide,Clothing,217.71
668,Red,Footwear,317.33
669,Treatment,Clothing,833.17
670,Join,Footwear,621.94
671,Current,Accessories,687.33
672,Which,Accessories,408.14
673,Ten,Accessories,276.95
674,Result,Accessories,628.66
675,Base,Footwear,198.34
676,Single,Accessories,764.13
677,Development,Footwear,342.89
678,Happen,Accessories,487.79
679,Perform,Clothing,434.11
680,Step,Footwear,775.06
681,Sense,Clothing,897.36
682,Town,Footwear,67.11
683,Never,Clothing,34.54
684,Pull,Accessories,689.05
685,Point,Footwear,779.39
686,Best,Accessories,88.55
687,Simply,Footwear,700.19
688,Star,Accessories,124.5
689,Begin,Accessories,358.92
690,Story,Footwear,463.51
691,Pass,Accessories,884.15
692,Reduce,Accessories,354.19
693,Property,Accessories,400.34
694,Instead,Accessories,437.67
695,Rest,Clothing,361.36
696,Today,Clothing,600.32
697,Trial,Clothing,806.73
698,Whose,Footwear,467.29
699,Kind,Accessories,233.91
700,Per,Accessories,740.28
701,Food,Clothing,413.93
702,Daughter,Footwear,200.05
703,Must,Accessories,562.72
704,Lay,Footwear,397.33
705,Important,Clothing,50.88
706,Floor,Footwear,689.51
707,Performance,Accessories,727.88
708,Couple,Clothing,515.65
709,Here,Footwear,169.73
710,Democrat,Footwear,736.62
711,Light,Clothing,545.12
712,Decision,Footwear,745.19
713,Necessary,Accessories,670.49
714,Federal,Footwear,710.06
715,Impact,Accessories,514.49
716,He,Accessories,927.95
717,Several,Clothing,146.21
718,Major,Footwear,770.09
719,Eye,Footwear,939.04
720,Risk,Clothing,457.02
721,West,Accessories,850.97
722,Lay,Clothing,840.86
723,Machine,Clothing,673.61
724,Tree,Clothing,634.7
725,Say,Accessories,171.96
726,Car,Clothing,327.55
727,Free,Clothing,129.35
728,Test,Footwear,842.88
729,Material,Accessories,947.5
730,Black,Clothing,73.64
731,Loss,Clothing,968.89
732,Of,Footwear,694.2
733,Kind,Clothing,349.14
734,Child,Clothing,749.78
735,However,Accessories,789.53
736,Should,Clothing,730.37
737,Pick,Clothing,229.39
738,Inside,Accessories,692.18
739,Radio,Footwear,443.73
740,Technology,Clothing,15.62
741,Movement,Footwear,990.77
742,Nice,Accessories,954.04
743,Executive,Accessories,503.56
744,Away,Footwear,799.62
745,From,Accessories,126.35
746,Argue,Clothing,968.61
747,Feel,Accessories,219.68
748,Trouble,Footwear,871.13
749,Enjoy,Clothing,114.27
750,Maintain,Accessories,297.36
751,Seat,Accessories,821.18
752,Since,Clothing,419.11
753,Star,Clothing,246.48
754,Health,Clothing,443.76
755,Once,Clothing,50.8
756,Clearly,Clothing,883.93
757,Gas,Clothing,932.43
758,Itself,Clothing,45.7
759,Policy,Footwear,580.15
760,Administration,Footwear,645.91
761,Reveal,Accessories,223.49
762,Around,Footwear,651.91
763,Yeah,Accessories,894.57
764,Ask,Accessories,767.23
765,Movie,Accessories,555.6
766,Ground,Clothing,577.46
767,Expect,Footwear,35.9
768,Old,Accessories,223.56
769,List,Accessories,905.22
770,Force,Accessories,507.92
771,During,Clothing,905.68
772,You,Clothing,937.6
773,Everything,Clothing,529.0
774,His,Accessories,306.33
775,Effort,Clothing,157.71
776,Couple,Accessories,406.62
777,Born,Clothing,180.47
778,Close,Clothing,300.56
779,Bill,Footwear,879.85
780,Court,Clothing,235.96
781,Style,Clothing,668.66
782,Condition,Footwear,166.7
783,How,Clothing,15.73
784,Determine,Accessories,961.66
785,Mind,Footwear,554.36
786,Prevent,Accessories,718.59
787,Mind,Footwear,90.94
788,Raise,Accessories,915.01
789,Above,Footwear,62.05
790,Order,Clothing,778.26
791,Message,Footwear,856.01
792,Term,Accessories,911.07
793,Wide,Footwear,817.18
794,Mention,Clothing,542.46
795,Economy,Clothing,946.42
796,Yeah,Clothing,407.86
797,Choice,Accessories,818.11
798,Gun,Clothing,510.52
799,Maybe,Accessories,81.63
800,Force,Accessories,495.36
801,Happy,Footwear,155.38
802,Energy,Footwear,459.85
803,Political,Clothing,743.06
804,Man,Clothing,241.2
805,Task,Clothing,257.63
806,Agreement,Footwear,894.44
807,Maybe,Accessories,43.01
808,Theory,Footwear,344.52
809,Answer,Footwear,518.49
810,Tonight,Footwear,347.56
811,Over,Accessories,862.68
812,Financial,Accessories,585.19
813,Identify,Accessories,428.97
814,Claim,Clothing,504.04
815,Hundred,Footwear,911.42
816,Young,Footwear,540.55
817,Subject,Clothing,648.44
818,Decide,Accessories,313.17
819,However,Footwear,899.59
820,Also,Footwear,348.13
821,Store,Clothing,97.2
822,Where,Footwear,358.43
823,Exactly,Footwear,156.6
824,Individual,Accessories,939.76
825,Each,Clothing,566.96
826,Always,Accessories,124.69
827,Station,Accessories,263.62
828,Machine,Accessories,608.12
829,Tree,Clothing,580.25
830,Seek,Clothing,842.95
831,Spend,Clothing,828.08
832,Risk,Accessories,691.78
833,Voice,Footwear,144.18
834,Middle,Footwear,822.63
835,Thousand,Accessories,214.73
836,Impact,Accessories,784.19
837,Main,Clothing,669.5
838,Recent,Accessories,796.57
839,Cut,Footwear,195.61
840,Fast,Clothing,18.82
841,Book,Accessories,956.45
842,Above,Footwear,798.03
843,Film,Clothing,786.8
844,Camera,Clothing,971.31
845,Recognize,Footwear,790.62
846,Modern,Clothing,890.3
847,Value,Footwear,333.26
848,Rather,Footwear,790.14
849,City,Clothing,708.59
850,Because,Accessories,973.36
851,Receive,Accessories,447.36
852,Focus,Footwear,544.63
853,Recognize,Clothing,209.7
854,Some,Footwear,268.58
855,Fish,Footwear,947.76
856,Term,Accessories,671.6
857,List,Clothing,823.97
858,Station,Accessories,740.09
859,Move,Footwear,396.48
860,Method,Clothing,991.18
861,Occur,Clothing,772.32
862,Available,Accessories,63.44
863,Generation,Footwear,61.58
864,Likely,Accessories,255.01
865,Close,Footwear,754.29
866,Event,Accessories,522.62
867,Evidence,Footwear,968.47
868,Face,Footwear,273.73
869,Season,Accessories,870.92
870,Travel,Clothing,98.68
871,Southern,Footwear,866.9
872,Role,Clothing,538.65
873,Should,Footwear,160.28
874,Choice,Footwear,545.61
875,His,Accessories,775.1
876,Quite,Clothing,49.98
877,Be,Accessories,574.16
878,Yet,Accessories,53.43
879,Challenge,Accessories,36.02
880,Create,Footwear,815.5
881,Parent,Accessories,800.45
882,Security,Accessories,70.98
883,Best,Clothing,158.42
884,Trial,Clothing,958.21
885,North,Footwear,786.75
886,Decade,Accessories,738.44
887,Alone,Footwear,780.94
888,Suffer,Footwear,604.77
889,Sit,Clothing,832.32
890,Term,Clothing,188.72
891,Girl,Footwear,507.88
892,Century,Footwear,700.4
893,Trip,Clothing,433.13
894,Discussion,Footwear,589.52
895,Get,Accessories,183.24
896,About,Clothing,485.02
897,Direction,Clothing,281.59
898,Cultural,Clothing,580.96
899,Throw,Accessories,397.38
900,Face,Footwear,743.5
901,Chair,Accessories,16.7
902,Push,Clothing,29.24
903,Pattern,Footwear,114.71
904,Throw,Clothing,632.06
905,Foot,Clothing,94.62
906,When,Clothing,825.05
907,Activity,Accessories,461.42
908,Environmental,Accessories,563.12
909,Mr,Footwear,158.95
910,Type,Footwear,119.08
911,Treatment,Accessories,603.6
912,Since,Footwear,116.63
913,Manage,Clothing,577.55
914,Who,Clothing,73.23
915,Probably,Accessories,364.75
916,Including,Clothing,989.77
917,Read,Clothing,578.13
918,Too,Clothing,808.03
919,Think,Footwear,109.89
920,Moment,Accessories,193.07
921,Race,Footwear,299.81
922,Stuff,Clothing,872.82
923,Front,Accessories,689.09
924,Training,Footwear,685.34
925,Mrs,Footwear,276.49
926,I,Clothing,438.44
927,Form,Accessories,623.59
928,Provide,Accessories,754.73
929,Billion,Footwear,705.35
930,Poor,Accessories,144.71
931,Quality,Footwear,870.09
932,Tonight,Footwear,309.15
933,Partner,Clothing,72.18
934,Really,Clothing,609.35
935,Summer,Accessories,967.86
936,Pass,Footwear,267.52
937,Old,Footwear,348.88
938,Resource,Clothing,340.5
939,Sit,Accessories,537.69
940,Produce,Accessories,921.74
941,Arm,Clothing,69.07
942,Should,Clothing,392.76
943,Hundred,Footwear,444.93
944,Drive,Clothing,883.31
945,Night,Footwear,317.26
946,Environmental,Clothing,223.23
947,Move,Footwear,719.81
948,Result,Footwear,805.46
949,Its,Footwear,484.9
950,Relationship,Clothing,238.33
951,Most,Clothing,576.07
952,Couple,Accessories,139.93
953,Direction,Accessories,91.61
954,Author,Accessories,227.55
955,Increase,Accessories,212.34
956,Shake,Clothing,981.45
